,CIK,Company Name,Date Filed,Filename,Form Type,URL,attriburtes,values
109,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Expiration Date,7/25/35 August
110,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Notional Amount (000s),2007$
111,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Unrealized Appreciation/ (Depreciation) (000s),"490,0004,324"
112,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,CDS Text,"Receive quarterly notional amount multiplied by .62% and pay Goldman Sachs upon default of SLM Corp., par value of the notional amount of SLM Corp."
113,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Expiration Date,7/25/35 August
114,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Notional Amount (000s),2007$
115,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Unrealized Appreciation/ (Depreciation) (000s),"490,0004,324"
116,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,CDS Text,"Receive from Morgan Stanley, Inc., upon default of Vornado Realty Trust, par value of the notional amount of Vornado Realty Trust 5.625% 6/15/07, and pay quarterly notional amount multiplied by"
117,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Expiration Date,June 2007
118,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Notional Amount (000s),"$750,000"
119,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Unrealized Appreciation/ (Depreciation) (000s),"$(15,526)"
120,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,CDS Text,"Receive from Morgan Stanley, Inc., upon default of Vornado Realty Trust, par value of the notional amount of Vornado Realty Trust 5.625% 6/15/07, and pay quarterly notional amount multiplied by"
121,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Expiration Date,June 2007
122,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Notional Amount (000s),"$750,000"
123,795422,FIDELITY ADVISOR SERIES II,2003-12-29,edgar/data/795422/0000795422-03-000041.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/795422/0000795422-03-000041.txt,Unrealized Appreciation/ (Depreciation) (000s),"$(15,526)"
124,803013,FIDELITY GARRISON STREET TRUST,2003-11-28,edgar/data/803013/0000803013-03-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/803013/0000803013-03-000003.txt,CDS Text,"Receive quarterly notional amount multiplied by 1.12% and pay Morgan Stanley, Inc. upon default of Comcast Cable Communications, Inc., par value of the notional amount of Comcast Cable Communications, Inc. 6.75%"
125,803013,FIDELITY GARRISON STREET TRUST,2003-11-28,edgar/data/803013/0000803013-03-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/803013/0000803013-03-000003.txt,Expiration Date,June 2006
126,803013,FIDELITY GARRISON STREET TRUST,2003-11-28,edgar/data/803013/0000803013-03-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/803013/0000803013-03-000003.txt,Notional Amount (000s),"$10,000,000"
127,803013,FIDELITY GARRISON STREET TRUST,2003-11-28,edgar/data/803013/0000803013-03-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/803013/0000803013-03-000003.txt,Unrealized Appreciation/ (Depreciation) (000s),"$154,122"
128,819118,FIDELITY CONCORD STREET TRUST,2003-10-31,edgar/data/819118/0000819118-03-000025.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/819118/0000819118-03-000025.txt,CDS Text,"Receive from Morgan Stanley, Inc., upon default of Vornado Realty Trust, par value of the notional amount of Vornado Realty Trust 5.625% 6/15/07, and pay quarterly notional amount multiplied by"
129,819118,FIDELITY CONCORD STREET TRUST,2003-10-31,edgar/data/819118/0000819118-03-000025.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/819118/0000819118-03-000025.txt,Expiration Date,June 2007
130,819118,FIDELITY CONCORD STREET TRUST,2003-10-31,edgar/data/819118/0000819118-03-000025.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/819118/0000819118-03-000025.txt,Notional Amount (000s),"$3,585"
131,819118,FIDELITY CONCORD STREET TRUST,2003-10-31,edgar/data/819118/0000819118-03-000025.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/819118/0000819118-03-000025.txt,Unrealized Appreciation/ (Depreciation) (000s),$(18)
132,863520,WESTERN ASSET FUNDS INC,2003-12-11,edgar/data/863520/0000895662-03-000005.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/863520/0000895662-03-000005.txt,NA,NA
133,883676,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,2003-12-11,edgar/data/883676/0000936772-03-000475.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/883676/0000936772-03-000475.txt,NA,NA
134,889169,DREYFUS INVESTMENT GRADE FUNDS INC,2003-10-01,edgar/data/889169/0000889169-03-000009.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/889169/0000889169-03-000009.txt,NA,NA
135,906013,ALLIANCE WORLD DOLLAR GOVERNMENT FUND II INC,2003-12-10,edgar/data/906013/0000936772-03-000466.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/906013/0000936772-03-000466.txt,NA,NA
136,910524,ACM MANAGED DOLLAR INCOME FUND INC,2003-12-10,edgar/data/910524/0000936772-03-000471.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/910524/0000936772-03-000471.txt,NA,NA
137,915845,ALLIANCEBERNSTEIN EMERGING MARKET DEBT FUND INC,2003-11-12,edgar/data/915845/0000936772-03-000432.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/915845/0000936772-03-000432.txt,NA,NA
138,1035018,AMERICAN SKANDIA ADVISOR FUNDS INC,2004-01-09,edgar/data/1035018/0000950123-04-000223.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1035018/0000950123-04-000223.txt,NA,NA
139,1056707,DREYFUS INVESTMENT PORTFOLIOS,2004-03-03,edgar/data/1056707/0001056707-04-000002.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1056707/0001056707-04-000002.txt,NA,NA
140,1131013,AB FUNDS TRUST/DE,2004-02-26,edgar/data/1131013/0000893220-04-000296.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1131013/0000893220-04-000296.txt,NA,NA
141,1160990,PIMCO CORPORATE INCOME FUND,2004-01-09,edgar/data/1160990/0001047469-04-000524.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1160990/0001047469-04-000524.txt,NA,NA
142,1190935,PIMCO CORPORATE OPPORTUNITY FUND,2004-02-05,edgar/data/1190935/0001047469-04-003331.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1190935/0001047469-04-003331.txt,NA,NA
143,19469,PHOENIX SERIES FUND,2004-01-07,edgar/data/19469/0000935069-04-000080.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/19469/0000935069-04-000080.txt,NA,NA
144,53808,DREYFUS LAUREL FUNDS TRUST,2004-03-04,edgar/data/53808/0000053808-04-000004.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/53808/0000053808-04-000004.txt,NA,NA
145,751199,FIDELITY INCOME FUND /MA/,2004-03-31,edgar/data/751199/0000751199-04-000005.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000005.txt,CDS Text,"Receive quarterly a notional amount multiplied by .53% and pay Lehman Brothers, Inc., upon default event of SBC Communications, Inc., par value of the notional amount of SBC Communciations, Inc. 6.25%"
146,751199,FIDELITY INCOME FUND /MA/,2004-03-31,edgar/data/751199/0000751199-04-000005.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000005.txt,Expiration Date,March 2009
147,751199,FIDELITY INCOME FUND /MA/,2004-03-31,edgar/data/751199/0000751199-04-000005.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000005.txt,Notional Amount (000s),"$200,000"
148,751199,FIDELITY INCOME FUND /MA/,2004-03-31,edgar/data/751199/0000751199-04-000005.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000005.txt,Unrealized Appreciation/ (Depreciation) (000s),$297
149,751199,FIDELITY INCOME FUND /MA/,2004-03-31,edgar/data/751199/0000751199-04-000005.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000005.txt,CDS Text,"Receive quarterly notional amount multiplied by 1.12% and pay Morgan Stanley, Inc. upon default of Comcast Cable Communications, Inc., par value of the notional amount of Comcast Cable Communications, Inc. 6.75%"
150,751199,FIDELITY INCOME FUND /MA/,2004-03-31,edgar/data/751199/0000751199-04-000005.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000005.txt,Expiration Date,June 2006
151,751199,FIDELITY INCOME FUND /MA/,2004-03-31,edgar/data/751199/0000751199-04-000005.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000005.txt,Notional Amount (000s),"$400,000"
152,751199,FIDELITY INCOME FUND /MA/,2004-03-31,edgar/data/751199/0000751199-04-000005.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000005.txt,Unrealized Appreciation/ (Depreciation) (000s),"$7,010"
153,797073,DREYFUS PREMIER FIXED INCOME FUNDS,2004-01-02,edgar/data/797073/0000797073-04-000001.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/797073/0000797073-04-000001.txt,NA,NA
154,813383,DREYFUS VARIABLE INVESTMENT FUND,2004-02-24,edgar/data/813383/0000813383-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/813383/0000813383-04-000007.txt,NA,NA
155,814679,AMERICAN SKANDIA TRUST,2004-03-10,edgar/data/814679/0001193125-04-038139.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/814679/0001193125-04-038139.txt,NA,NA
156,816754,ACM  INCOME FUND INC,2004-03-08,edgar/data/816754/0000936772-04-000073.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/816754/0000936772-04-000073.txt,NA,NA
157,825316,ALLIANCEBERNSTEIN VARIABLE PRODUCTS SERIES FUND INC,2004-03-10,edgar/data/825316/0000936772-04-000088.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/825316/0000936772-04-000088.txt,NA,NA
158,826737,PHOENIX MULTI PORTFOLIO FUND,2004-02-06,edgar/data/826737/0000935069-04-000187.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/826737/0000935069-04-000187.txt,NA,NA
159,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-02-27,edgar/data/831016/0000356494-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/831016/0000356494-04-000003.txt,CDS Text,"Receive quarterly notional amount multiplied by .44% and pay JPMorgan Chase, Inc. upon default event of Lockheed Martin Corp., par value of the notional amount of Lockheed Martin Corp. 8.2%"
160,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-02-27,edgar/data/831016/0000356494-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/831016/0000356494-04-000003.txt,Expiration Date,Dec. 2008
161,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-02-27,edgar/data/831016/0000356494-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/831016/0000356494-04-000003.txt,Notional Amount (000s),"$2,000,000"
162,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-02-27,edgar/data/831016/0000356494-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/831016/0000356494-04-000003.txt,Unrealized Appreciation/ (Depreciation) (000s),"$(5,547)"
163,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-02-27,edgar/data/831016/0000356494-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/831016/0000356494-04-000003.txt,CDS Text,"Receive quarterly notional amount multiplied by .44% and pay JPMorgan Chase, Inc. upon default event of Lockheed Martin Corp., par value of the notional amount of Lockheed Martin Corp. 8.2%"
164,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-02-27,edgar/data/831016/0000356494-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/831016/0000356494-04-000003.txt,Expiration Date,Dec. 2008
165,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-02-27,edgar/data/831016/0000356494-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/831016/0000356494-04-000003.txt,Notional Amount (000s),"$2,000,000"
166,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-02-27,edgar/data/831016/0000356494-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/831016/0000356494-04-000003.txt,Unrealized Appreciation/ (Depreciation) (000s),"$(5,547)"
167,884122,PHOENIX MULTI SERIES TRUST,2004-01-07,edgar/data/884122/0000935069-04-000070.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/884122/0000935069-04-000070.txt,NA,NA
168,890881,ALLIANCE WORLD DOLLAR GOVERNMENT FUND INC,2004-01-09,edgar/data/890881/0000936772-04-000008.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/890881/0000936772-04-000008.txt,NA,NA
169,915845,ALLIANCEBERNSTEIN EMERGING MARKET DEBT FUND INC,2004-01-09,edgar/data/915845/0000936772-04-000009.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/915845/0000936772-04-000009.txt,NA,NA
170,944684,UBS RELATIONSHIP FUNDS,2004-03-10,edgar/data/944684/0001047469-04-007233.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/944684/0001047469-04-007233.txt,NA,NA
171,1028621,METROPOLITAN WEST FUNDS,2004-06-02,edgar/data/1028621/0001193125-04-097122.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1028621/0001193125-04-097122.txt,NA,NA
172,1057861,DREYFUS HIGH YIELD STRATEGIES FUND,2004-06-10,edgar/data/1057861/0001057861-04-000004.txt,N-CSR/A,https://www.sec.gov/Archives/edgar/data/1057861/0001057861-04-000004.txt,NA,NA
173,1057861,DREYFUS HIGH YIELD STRATEGIES FUND,2004-05-28,edgar/data/1057861/0001057861-04-000002.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1057861/0001057861-04-000002.txt,NA,NA
174,1219360,PIMCO HIGH INCOME FUND,2004-06-10,edgar/data/1219360/0001047469-04-020064.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1219360/0001047469-04-020064.txt,NA,NA
175,1244183,PIMCO FLOATING RATE INCOME FUND,2004-04-07,edgar/data/1244183/0001047469-04-011154.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/1244183/0001047469-04-011154.txt,NA,NA
176,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp. 7.95%"
177,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,Expiration Date,June 2006
178,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,Notional Amount (000s),"$4,700"
179,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,Unrealized Appreciation/ (Depreciation) (000s),$3
180,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,CDS Text,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%"
181,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,Expiration Date,March 2009
182,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,Notional Amount (000s),"$3,275"
183,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,Unrealized Appreciation/ (Depreciation) (000s),$(13)
184,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,CDS Text,"Receive quarterly notional amount multiplied by 1.4% and pay Merrill Lynch, Inc. upon default event of Bombardier, Inc., par value of the notional amount of Bombardier, Inc. 6.75%"
185,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,Expiration Date,March 2009
186,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,Notional Amount (000s),"$4,700"
187,205323,FIDELITY COMMONWEALTH TRUST,2004-06-25,edgar/data/205323/0000035315-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/205323/0000035315-04-000006.txt,Unrealized Appreciation/ (Depreciation) (000s),$(26)
188,30151,DREYFUS A BONDS PLUS INC,2004-06-02,edgar/data/30151/0000030151-04-000016.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/30151/0000030151-04-000016.txt,NA,NA
189,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,CDS Text,"Receive quarterly notional amount multilpied by .23% and pay Goldman Sachs upon default event of Consolidated Natural Gas Co., par value of the notional amount of Consolidated Natural Gas Co. 7.25%"
190,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Expiration Date,May 2004
191,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Notional Amount (000s),"$5,000"
192,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Unrealized Appreciation/ (Depreciation) (000s),$2
193,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,CDS Text,"Receive quarterly notional amount multiplied by .565% and pay Morgan Stanley, Inc. upon default event of Walt Disney Co., par value of the notional amount of Walt Disney Co. 6.375%"
194,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Expiration Date,March 2009
195,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Notional Amount (000s),"$12,400"
196,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Unrealized Appreciation/ (Depreciation) (000s),$110
197,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp. 7.95%"
198,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Expiration Date,June 2006
199,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Notional Amount (000s),"$3,900"
200,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Unrealized Appreciation/ (Depreciation) (000s),$3
201,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp. 7.95%"
202,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Expiration Date,June 2006
203,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Notional Amount (000s),"$3,900"
204,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Unrealized Appreciation/ (Depreciation) (000s),$3
205,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp. 7.95%"
206,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Expiration Date,June 2006
207,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Notional Amount (000s),"$3,900"
208,35315,FIDELITY FIXED INCOME TRUST,2004-06-25,edgar/data/35315/0000035315-04-000007.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/35315/0000035315-04-000007.txt,Unrealized Appreciation/ (Depreciation) (000s),$3
209,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp."
210,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Expiration Date,4/15/32 June
211,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Notional Amount (000s),2006$
212,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Unrealized Appreciation/ (Depreciation) (000s),"1,6000"
213,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,CDS Text,"Receive quarterly notional amount multiplied by .59% and pay Merrill Lynch, Inc. upon default event of Raytheon Co., par value of the notional amount of Raytheon Co. 6.55%"
214,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Expiration Date,March 2009
215,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Notional Amount (000s),"$9,500"
216,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Unrealized Appreciation/ (Depreciation) (000s),$(23)
217,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp. 7.95%"
218,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Expiration Date,June 2006
219,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Notional Amount (000s),"$1,700"
220,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Unrealized Appreciation/ (Depreciation) (000s),$0
