,ID,CIK,Company Name,Date Filed,Filename,Form Type,URL,CDS Text,Underlying,Counter Party,Exact Underlying,CDS Transaction
68,93,751199,FIDELITY INCOME FUND /MA/,2004-09-28,edgar/data/751199/0000751199-04-000012.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000012.txt,"Receive quarterly notional amount multilpied by .43% and pay Bank of America upon default event of Apache Corp., par value of the notional amount of Apache Corp. 6.25%","Apache Corp.,",Bank of America,"Apache Corp., 6.25%",
69,93,751199,FIDELITY INCOME FUND /MA/,2004-09-28,edgar/data/751199/0000751199-04-000012.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000012.txt,"Receive quarterly notional amount multilpied by .43% and pay Bank of America upon default event of Apache Corp., par value of the notional amount of Apache Corp. 6.25%","Apache Corp.,",Bank of America,"Apache Corp., 6.25%",
70,93,751199,FIDELITY INCOME FUND /MA/,2004-09-28,edgar/data/751199/0000751199-04-000012.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000012.txt,"Receive quarterly notional amount multilpied by .43% and pay Bank of America upon default event of Apache Corp., par value of the notional amount of Apache Corp. 6.25%","Apache Corp.,",Bank of America,"Apache Corp., 6.25%",
71,93,751199,FIDELITY INCOME FUND /MA/,2004-09-28,edgar/data/751199/0000751199-04-000012.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000012.txt,"Receive annually a fixed rate of .6% multiplied by the notional amount and pay to Lehman Brothers, Inc., upon each default event of one of the issues of Dow Jones CDX N.A. Investment Grade 2, par value of the proportional notional amount",one of,"Lehman Brothers,",,
72,93,751199,FIDELITY INCOME FUND /MA/,2004-09-28,edgar/data/751199/0000751199-04-000012.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000012.txt,"Receive annually a fixed rate of .6% multiplied by the notional amount and pay to Lehman Brothers, Inc., upon each default event of one of the issues of Dow Jones CDX N.A. Investment Grade 2, par value of the proportional notional amount",one of,"Lehman Brothers,",,
73,93,751199,FIDELITY INCOME FUND /MA/,2004-09-28,edgar/data/751199/0000751199-04-000012.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/751199/0000751199-04-000012.txt,"Receive annually a fixed rate of .6% multiplied by the notional amount and pay to Lehman Brothers, Inc., upon each default event of one of the issues of Dow Jones CDX N.A. Investment Grade 2, par value of the proportional notional amount",one of,"Lehman Brothers,",,
74,96,81205,FIDELITY PURITAN TRUST,2004-09-28,edgar/data/81205/0000081205-04-000022.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/81205/0000081205-04-000022.txt,"Receive from Morgan Stanley, Inc., upon default event of Motorola, Inc., par value of the notional amount of Motorola, Inc. 7.625% 11/15/10, and pay quarterly notional amount multiplied by","Motorola, Inc.,",,"Motorola, Inc., 7.625%",
75,96,81205,FIDELITY PURITAN TRUST,2004-09-28,edgar/data/81205/0000081205-04-000022.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/81205/0000081205-04-000022.txt,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp. 7.95%",Devon Energy,Goldman Sachs,Devon Energy 7.95%,
76,102,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-08-23,edgar/data/831016/0000356494-04-000040.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/831016/0000356494-04-000040.txt,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana","EnCana Corp.,","Merrill Lynch,",,
77,102,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-08-23,edgar/data/831016/0000356494-04-000040.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/831016/0000356494-04-000040.txt,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%","EnCana Corp.,","Merrill Lynch,","EnCana Corp., 4.75%",
78,102,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-08-23,edgar/data/831016/0000356494-04-000040.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/831016/0000356494-04-000040.txt,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%","EnCana Corp.,","Merrill Lynch,","EnCana Corp., 4.75%",
79,102,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-09-01,edgar/data/831016/0000831016-04-000013.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/831016/0000831016-04-000013.txt,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana","EnCana Corp.,","Merrill Lynch,",,
80,102,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-09-01,edgar/data/831016/0000831016-04-000013.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/831016/0000831016-04-000013.txt,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%","EnCana Corp.,","Merrill Lynch,","EnCana Corp., 4.75%",
81,102,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-09-01,edgar/data/831016/0000831016-04-000013.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/831016/0000831016-04-000013.txt,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%","EnCana Corp.,","Merrill Lynch,","EnCana Corp., 4.75%",
82,102,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-09-01,edgar/data/831016/0000831016-04-000013.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/831016/0000831016-04-000013.txt,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%","EnCana Corp.,","Merrill Lynch,","EnCana Corp., 4.75%",
83,102,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-09-01,edgar/data/831016/0000927384-04-000027.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/831016/0000927384-04-000027.txt,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana","EnCana Corp.,","Merrill Lynch,",,
84,102,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-09-01,edgar/data/831016/0000927384-04-000027.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/831016/0000927384-04-000027.txt,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%","EnCana Corp.,","Merrill Lynch,","EnCana Corp., 4.75%",
85,102,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-09-01,edgar/data/831016/0000927384-04-000027.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/831016/0000927384-04-000027.txt,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%","EnCana Corp.,","Merrill Lynch,","EnCana Corp., 4.75%",
86,102,831016,VARIABLE INSURANCE PRODUCTS FUND II,2004-09-01,edgar/data/831016/0000927384-04-000027.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/831016/0000927384-04-000027.txt,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%","EnCana Corp.,","Merrill Lynch,","EnCana Corp., 4.75%",
